USER       PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root         1  0.0  0.0  19356  1540 ?        Ss   Jul02   0:01 /sbin/init
root       127  0.0  0.0      0     0 ?        S    Jul02   0:00 [kthrotld/6]
root       128  0.0  0.0      0     0 ?        S    Jul02   0:00 [kthrotld/7]
root       130  0.0  0.0      0     0 ?        S    Jul02   0:00 [kpsmoused]
root       131  0.0  0.0      0     0 ?        S    Jul02   0:00 [usbhid_resumer]
root       162  0.0  0.0      0     0 ?        S    Jul02   0:00 [kstriped]
root       193  0.0  0.0      0     0 ?        S    Jul02   0:00 [i915]
root       194  0.0  0.0      0     0 ?        S<   Jul02   0:00 [kslowd000]
root       195  0.0  0.0      0     0 ?        S<   Jul02   0:00 [kslowd001]
root       380  0.0  0.0      0     0 ?        S    Jul02   0:00 [scsi_eh_0]
root       381  0.0  0.0      0     0 ?        S    Jul02   0:00 [scsi_eh_1]
root       382  0.0  0.0      0     0 ?        S    Jul02   0:00 [scsi_eh_2]
root       383  0.0  0.0      0     0 ?        S    Jul02   0:00 [scsi_eh_3]
root       384  0.0  0.0      0     0 ?        S    Jul02   0:00 [scsi_eh_4]
root       385  0.0  0.0      0     0 ?        S    Jul02   0:00 [scsi_eh_5]
root       489  0.0  0.0      0     0 ?        D    Jul02   0:24 [md1_raid1]
root       518  0.0  0.0      0     0 ?        S    Jul02   0:00 [kdmflush]
root       520  0.0  0.0      0     0 ?        S    Jul02   0:00 [kdmflush]
root       552  0.0  0.0      0     0 ?        D    Jul02   0:15 [jbd2/dm-0-8]
root       553  0.0  0.0      0     0 ?        S    Jul02   0:00 [ext4-dio-unwrit]
root       554  0.0  0.0      0     0 ?        S    Jul02   0:00 [ext4-dio-unwrit]
root       555  0.0  0.0      0     0 ?        S    Jul02   0:00 [ext4-dio-unwrit]
root       556  0.0  0.0      0     0 ?        S    Jul02   0:00 [ext4-dio-unwrit]
root       557  0.0  0.0      0     0 ?        S    Jul02   0:00 [ext4-dio-unwrit]
root       558  0.0  0.0      0     0 ?        S    Jul02   0:00 [ext4-dio-unwrit]
root       559  0.0  0.0      0     0 ?        S    Jul02   0:00 [ext4-dio-unwrit]
root       560  0.0  0.0      0     0 ?        S    Jul02   0:00 [ext4-dio-unwrit]
root       607  0.0  0.0      0     0 ?        S    Jul02   0:00 [kauditd]
root       652  0.0  0.0  11024  1108 ?        S<s  Jul02   0:00 /sbin/udevd -d
root       857  0.0  0.0      0     0 ?        S    Jul02   0:00 [hd-audio0]
root       902  0.0  0.0      0     0 ?        S    Jul02   0:00 [md0_raid1]
root      1131  0.0  0.0      0     0 ?        S    Jul02   0:00 [kdmflush]
root      1169  0.0  0.0      0     0 ?        S    Jul02   0:00 [jbd2/dm-2-8]
root      1170  0.0  0.0      0     0 ?        S    Jul02   0:00 [ext4-dio-unwrit]
root      1171  0.0  0.0      0     0 ?        S    Jul02   0:00 [ext4-dio-unwrit]
root      1172  0.0  0.0      0     0 ?        S    Jul02   0:00 [ext4-dio-unwrit]
root      1173  0.0  0.0      0     0 ?        S    Jul02   0:00 [ext4-dio-unwrit]
root      1174  0.0  0.0      0     0 ?        S    Jul02   0:00 [ext4-dio-unwrit]
root      1175  0.0  0.0      0     0 ?        S    Jul02   0:00 [ext4-dio-unwrit]
root      1176  0.0  0.0      0     0 ?        S    Jul02   0:00 [ext4-dio-unwrit]
root      1177  0.0  0.0      0     0 ?        S    Jul02   0:00 [ext4-dio-unwrit]
root      1434  0.0  0.0      0     0 ?        S    Jul02   0:13 [flush-253:0]
root      1655  0.0  0.0 249084  2548 ?        Sl   Jul02   0:02 /sbin/rsyslogd -i /var/run/syslogd.pid -c 5
root      1678  0.0  0.0      0     0 ?        S    Jul02   1:04 [kondemand/0]
root      1679  0.0  0.0      0     0 ?        S    Jul02   1:22 [kondemand/1]
root      1680  0.0  0.0      0     0 ?        S    Jul02   1:00 [kondemand/2]
root      1681  0.0  0.0      0     0 ?        S    Jul02   0:56 [kondemand/3]
root      1682  0.0  0.0      0     0 ?        S    Jul02   0:35 [kondemand/4]
root      1683  0.0  0.0      0     0 ?        S    Jul02   1:06 [kondemand/5]
root      1684  0.0  0.0      0     0 ?        S    Jul02   0:29 [kondemand/6]
root      1685  0.0  0.0      0     0 ?        S    Jul02   0:26 [kondemand/7]
root      1709  0.0  0.0  10816   604 ?        Ss   Jul02   0:03 irqbalance
named     1719  0.0  0.5 743248 85240 ?        Ssl  Jul02   0:00 /usr/sbin/named -u named
root      1742  0.0  0.0   4652   532 ?        Ss   Jul02   0:00 mdadm --monitor --scan -f --pid-file=/var/run/mdadm/mdadm.pid
dbus      1823  0.0  0.0  21400   900 ?        Ss   Jul02   0:00 dbus-daemon --system
root      1852  0.0  0.0   4076   636 ?        Ss   Jul02   0:00 /usr/sbin/acpid
68        1861  0.0  0.0  25328  4044 ?        Ss   Jul02   0:00 hald
root      1862  0.0  0.0  18104  1152 ?        S    Jul02   0:00 hald-runner
root      1890  0.0  0.0  20220  1084 ?        S    Jul02   0:00 hald-addon-input: Listening on /dev/input/event0 /dev/input/event3 /dev/input/event1 /dev/input/event7
root      1901  0.0  0.0  20212  1028 ?        S    Jul02   0:00 /usr/libexec/hald-addon-generic-backlight
68        1914  0.0  0.0  17804  1036 ?        S    Jul02   0:00 hald-addon-acpi: listening on acpid socket /var/run/acpid.socket
root      1923  0.0  0.0 197112  5136 ?        S    Jul02   0:19 /usr/sbin/snmpd -LS0-6d -Lf /dev/null -p /var/run/snmpd.pid
root      1935  0.0  0.0  64116  1184 ?        Ss   Jul02   0:01 /usr/sbin/sshd
root      2162  0.0  0.0  19256   700 ?        Ss   Jul02   0:00 /usr/sbin/dovecot
dovecot   2163  0.0  0.0  12972   992 ?        S    Jul02   0:00 dovecot/anvil
root      2165  0.0  0.0  13104  1084 ?        S    Jul02   0:00 dovecot/log
exim      2180  0.0  0.0 110184  1912 ?        Ss   Jul02   0:02 /usr/sbin/exim -bd -q1h
nobody    2190  0.0  0.0  53188  1580 ?        Ss   Jul02   0:00 proftpd: (accepting connections)
root      2212  0.0  0.0 110176   888 ?        Ss   Jul02   0:00 /usr/sbin/abrtd
root      2220  0.0  0.0 108064   844 ?        Ss   Jul02   0:00 abrt-dump-oops -d /var/spool/abrt -rwx /var/log/messages
root      2259  0.0  0.0  21452   476 ?        Ss   Jul02   0:00 /usr/sbin/atd
root      2276  0.0  0.0  40732  3232 ?        Ss   Jul02   0:06 /usr/local/ispmgr/sbin/ihttpd 46.28.69.168 1500
root      2278  0.0  0.0  38724  2028 ?        Ss   Jul02   0:00 /usr/local/ispmgr/sbin/eximquota
root      2288  0.0  0.0   4060   536 tty1     Ss+  Jul02   0:00 /sbin/mingetty /dev/tty1
root      2290  0.0  0.0   4060   536 tty2     Ss+  Jul02   0:00 /sbin/mingetty /dev/tty2
root      2292  0.0  0.0   4060   540 tty3     Ss+  Jul02   0:00 /sbin/mingetty /dev/tty3
root      2294  0.0  0.0   4060   540 tty4     Ss+  Jul02   0:00 /sbin/mingetty /dev/tty4
root      2296  0.0  0.0   4060   540 tty5     Ss+  Jul02   0:00 /sbin/mingetty /dev/tty5
root      2298  0.0  0.0   4060   540 tty6     Ss+  Jul02   0:00 /sbin/mingetty /dev/tty6
root      2300  0.0  0.0  11020  1120 ?        S<   Jul02   0:00 /sbin/udevd -d
root      2301  0.0  0.0  11020  1116 ?        S<   Jul02   0:00 /sbin/udevd -d
root      2364  0.0  0.0  93196   900 ?        S<sl Jul02   0:02 auditd
root      3413  0.0  0.0  97864  3880 ?        Ss   Jul02   0:05 sshd: root@pts/0 
root      3483  0.0  0.0 108432  1920 pts/0    Ss   Jul02   0:00 -bash
apache    3653  0.1  0.1  93056 20044 ?        S    17:13   0:06 nginx: worker process                   
apache    3686  0.0  0.1 321592 26060 ?        S    17:13   0:02 /usr/sbin/httpd
apache    3690  0.0  0.1 322580 25316 ?        S    17:13   0:02 /usr/sbin/httpd
apache    3710  0.0  0.1 319664 24248 ?        S    17:13   0:02 /usr/sbin/httpd
apache    3727  0.0  0.1 319256 23732 ?        S    17:13   0:01 /usr/sbin/httpd
apache    3809  0.0  0.1 321100 25872 ?        S    17:14   0:02 /usr/sbin/httpd
apache    3882  0.0  0.1 320540 25080 ?        S    17:14   0:02 /usr/sbin/httpd
root      3897  0.0  0.0  98172  4252 ?        Ss   17:14   0:00 sshd: root@notty 
root      3903  0.0  0.0  55348  2356 ?        Ss   17:14   0:00 /usr/libexec/openssh/sftp-server
root      5083  0.2  0.0  15392  1656 pts/0    S+   Jul02   4:48 top
apache    5293  1.2  0.1 317128 19644 ?        D    Jul02  22:05 /usr/sbin/httpd
apache    5294  1.1  0.1 316232 18796 ?        S    Jul02  22:01 /usr/sbin/httpd
apache    5296  1.2  0.1 319388 23068 ?        S    Jul02  22:37 /usr/sbin/httpd
apache    5297  1.2  0.1 315344 17816 ?        S    Jul02  22:32 /usr/sbin/httpd
apache    5298  1.2  0.1 319396 22992 ?        S    Jul02  22:47 /usr/sbin/httpd
apache    5299  1.2  0.1 318428 22268 ?        S    Jul02  22:45 /usr/sbin/httpd
apache    5300  1.2  0.1 321476 23196 ?        D    Jul02  22:45 /usr/sbin/httpd
apache    5311  1.2  0.1 319388 23004 ?        S    Jul02  23:01 /usr/sbin/httpd
apache    5314  1.2  0.1 315276 17768 ?        S    Jul02  22:24 /usr/sbin/httpd
apache    5315  1.2  0.1 316196 18752 ?        S    Jul02  22:14 /usr/sbin/httpd
apache    5319  1.2  0.1 319644 23564 ?        S    Jul02  22:14 /usr/sbin/httpd
apache    5320  1.2  0.1 316080 18592 ?        S    Jul02  22:59 /usr/sbin/httpd
apache    5321  1.2  0.1 318428 22276 ?        S    Jul02  23:27 /usr/sbin/httpd
apache    5322  1.2  0.1 319388 23280 ?        S    Jul02  22:25 /usr/sbin/httpd
apache    5332  1.2  0.1 318392 22572 ?        S    Jul02  23:04 /usr/sbin/httpd
apache    5333  1.2  0.1 315352 17884 ?        D    Jul02  22:36 /usr/sbin/httpd
apache    5334  1.2  0.1 320672 24392 ?        S    Jul02  22:18 /usr/sbin/httpd
apache    5335  1.2  0.1 315348 17912 ?        S    Jul02  22:21 /usr/sbin/httpd
apache    5336  1.2  0.1 315956 18536 ?        S    Jul02  22:45 /usr/sbin/httpd
apache    5337  1.2  0.1 315824 18336 ?        S    Jul02  22:04 /usr/sbin/httpd
apache    5338  1.2  0.1 315948 18504 ?        S    Jul02  22:18 /usr/sbin/httpd
apache    5339  1.2  0.1 316076 18580 ?        S    Jul02  22:58 /usr/sbin/httpd
root      5388  0.0  0.0 106096  1376 ?        S    Jul02   0:00 /bin/sh /usr/bin/mysqld_safe --datadir=/var/lib/mysql --socket=/var/lib/mysql/mysql.sock --pid-file=/var/run/mysqld/mysqld.pid --basedir=/usr --user=mysql
mysql     5550  0.2  0.4 1522568 69780 ?       Sl   Jul02   4:38 /usr/libexec/mysqld --basedir=/usr --datadir=/var/lib/mysql --user=mysql --log-error=/var/lib/mysql/s38.friendhosting.net.err --pid-file=/var/run/mysqld/mysqld.pid --socket=/var/lib/mysql/mysql.sock --port=3306
apache    5632  1.2  0.1 316044 18556 ?        S    Jul02  22:37 /usr/sbin/httpd
apache    5738  1.2  0.1 315356 17848 ?        D    Jul02  22:17 /usr/sbin/httpd
apache    5759  1.2  0.1 315980 18532 ?        S    Jul02  22:20 /usr/sbin/httpd
apache    5763  1.2  0.1 319388 23072 ?        S    Jul02  22:53 /usr/sbin/httpd
apache    5764  1.2  0.1 321732 23676 ?        S    Jul02  22:29 /usr/sbin/httpd
apache    5766  1.2  0.1 316112 18608 ?        S    Jul02  22:31 /usr/sbin/httpd
apache    5767  1.2  0.1 321476 23236 ?        S    Jul02  22:45 /usr/sbin/httpd
apache    5768  1.1  0.1 315756 18348 ?        S    Jul02  21:36 /usr/sbin/httpd
apache    5769  1.2  0.1 316196 18756 ?        S    Jul02  22:34 /usr/sbin/httpd
apache    5977  1.2  0.1 319396 23352 ?        S    Jul02  22:06 /usr/sbin/httpd
apache    6093  1.2  0.1 316064 18532 ?        S    Jul02  22:50 /usr/sbin/httpd
apache    6099  1.2  0.1 315456 17976 ?        S    Jul02  22:52 /usr/sbin/httpd
apache    6100  1.2  0.1 316276 18784 ?        S    Jul02  22:18 /usr/sbin/httpd
apache    6101  1.2  0.1 315940 18524 ?        S    Jul02  22:16 /usr/sbin/httpd
apache    6193  1.2  0.1 318436 22448 ?        S    Jul02  22:06 /usr/sbin/httpd
apache    6202  0.0  0.1 321584 25744 ?        S    17:32   0:03 /usr/sbin/httpd
apache    6219  1.2  0.1 316356 18888 ?        S    Jul02  22:34 /usr/sbin/httpd
apache    6277  1.2  0.1 316140 18668 ?        S    Jul02  22:39 /usr/sbin/httpd
apache    6280  1.2  0.1 319624 23652 ?        S    Jul02  22:39 /usr/sbin/httpd
apache    6281  1.2  0.1 315848 18356 ?        S    Jul02  22:57 /usr/sbin/httpd
apache    6289  1.2  0.1 315832 18340 ?        S    Jul02  22:21 /usr/sbin/httpd
apache    6357  1.2  0.1 321476 23204 ?        S    Jul02  22:44 /usr/sbin/httpd
apache    6359  1.2  0.1 315856 18372 ?        S    Jul02  22:47 /usr/sbin/httpd
apache    6360  1.2  0.1 319388 23028 ?        S    Jul02  22:20 /usr/sbin/httpd
apache    6370  1.1  0.1 319388 23044 ?        D    Jul02  21:58 /usr/sbin/httpd
apache    6602  1.2  0.1 319340 23228 ?        D    Jul02  22:26 /usr/sbin/httpd
apache    6607  1.1  0.1 315976 19120 ?        S    Jul02  21:47 /usr/sbin/httpd
apache    6608  1.2  0.1 319416 23212 ?        S    Jul02  22:37 /usr/sbin/httpd
apache    6760  1.1  0.1 317356 19772 ?        S    Jul02  21:54 /usr/sbin/httpd
apache    6774  1.1  0.1 316884 19404 ?        S    Jul02  21:57 /usr/sbin/httpd
apache    6782  1.2  0.1 316040 18568 ?        S    Jul02  22:05 /usr/sbin/httpd
apache    6795  1.2  0.1 315840 18368 ?        S    Jul02  22:29 /usr/sbin/httpd
apache    6802  1.1  0.1 315988 18568 ?        S    Jul02  21:54 /usr/sbin/httpd
apache    6848  1.2  0.1 315980 18532 ?        S    Jul02  22:00 /usr/sbin/httpd
apache    6863  1.1  0.1 316196 18776 ?        S    Jul02  21:56 /usr/sbin/httpd
apache    6939  1.2  0.1 315552 18084 ?        S    Jul02  22:17 /usr/sbin/httpd
apache    6942  1.2  0.1 316592 19092 ?        S    Jul02  22:10 /usr/sbin/httpd
apache    6943  1.2  0.1 315784 18296 ?        S    Jul02  22:31 /usr/sbin/httpd
apache    6989  1.2  0.1 315560 18100 ?        S    Jul02  22:12 /usr/sbin/httpd
apache    6992  1.2  0.1 315940 18492 ?        S    Jul02  21:58 /usr/sbin/httpd
apache    6993  1.2  0.1 315600 18028 ?        S    Jul02  22:33 /usr/sbin/httpd
apache    6995  1.2  0.1 319396 23076 ?        S    Jul02  22:45 /usr/sbin/httpd
apache    6996  1.2  0.1 315940 18516 ?        S    Jul02  22:16 /usr/sbin/httpd
apache    6997  1.2  0.1 315804 18176 ?        S    Jul02  22:11 /usr/sbin/httpd
apache    6998  1.2  0.1 316068 18596 ?        S    Jul02  22:26 /usr/sbin/httpd
apache    7008  1.2  0.1 315820 18328 ?        S    Jul02  22:42 /usr/sbin/httpd
apache    7028  1.2  0.1 315804 18272 ?        S    Jul02  22:37 /usr/sbin/httpd
apache    7276  1.2  0.1 315856 18372 ?        S    Jul02  22:24 /usr/sbin/httpd
apache    7320  1.2  0.1 316404 18936 ?        D    Jul02  22:40 /usr/sbin/httpd
apache    7321  1.1  0.1 315648 18164 ?        S    Jul02  21:45 /usr/sbin/httpd
apache    7447  1.1  0.1 316384 18876 ?        S    Jul02  21:43 /usr/sbin/httpd
apache    7470  1.1  0.1 316488 19048 ?        S    Jul02  21:46 /usr/sbin/httpd
apache    7476  1.1  0.1 315568 18188 ?        S    Jul02  21:46 /usr/sbin/httpd
apache    7478  1.2  0.1 315828 18340 ?        S    Jul02  22:25 /usr/sbin/httpd
apache    7479  1.2  0.1 316588 19028 ?        S    Jul02  22:09 /usr/sbin/httpd
apache    7486  1.2  0.1 321476 23156 ?        D    Jul02  22:13 /usr/sbin/httpd
apache    7488  1.2  0.1 317396 19828 ?        S    Jul02  22:06 /usr/sbin/httpd
apache    7489  1.2  0.1 320456 24112 ?        S    Jul02  22:04 /usr/sbin/httpd
apache    7490  1.1  0.1 315856 18332 ?        S    Jul02  21:49 /usr/sbin/httpd
apache    7491  1.2  0.1 316244 18796 ?        S    Jul02  22:39 /usr/sbin/httpd
apache    7492  1.2  0.1 316128 18612 ?        S    Jul02  22:06 /usr/sbin/httpd
apache    7494  1.2  0.1 315968 18544 ?        S    Jul02  21:59 /usr/sbin/httpd
apache    7495  1.1  0.1 315992 18568 ?        S    Jul02  21:51 /usr/sbin/httpd
apache    7496  1.1  0.1 316084 18568 ?        S    Jul02  21:46 /usr/sbin/httpd
apache    7497  1.2  0.1 316120 18644 ?        S    Jul02  22:29 /usr/sbin/httpd
apache    7569  0.0  0.1 320024 24564 ?        S    17:41   0:03 /usr/sbin/httpd
apache    7882  1.1  0.1 315864 18356 ?        S    Jul02  21:23 /usr/sbin/httpd
apache    7884  1.2  0.1 315816 18232 ?        S    Jul02  22:24 /usr/sbin/httpd
apache    7885  1.1  0.1 315864 18360 ?        S    Jul02  21:44 /usr/sbin/httpd
apache    7891  1.2  0.1 315880 18356 ?        S    Jul02  22:05 /usr/sbin/httpd
apache    7898  1.2  0.1 316856 19932 ?        S    Jul02  22:16 /usr/sbin/httpd
apache    7951  1.2  0.1 315848 18316 ?        S    Jul02  22:09 /usr/sbin/httpd
apache    7952  1.2  0.1 318424 20900 ?        S    Jul02  22:11 /usr/sbin/httpd
apache    7953  1.2  0.1 316076 18568 ?        S    Jul02  21:57 /usr/sbin/httpd
apache    7954  1.1  0.1 315592 18068 ?        S    Jul02  21:49 /usr/sbin/httpd
apache    8192  1.2  0.1 316080 18608 ?        S    Jul02  22:17 /usr/sbin/httpd
apache    8212  1.1  0.1 316536 18920 ?        S    Jul02  21:46 /usr/sbin/httpd
apache    8220  1.1  0.1 315400 17804 ?        D    Jul02  21:46 /usr/sbin/httpd
apache    8226  1.1  0.1 316884 19376 ?        S    Jul02  21:26 /usr/sbin/httpd
apache    8313  1.2  0.1 316328 18748 ?        S    Jul02  22:12 /usr/sbin/httpd
